secs,nsecs,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed
1682445515,465702121,0,0,0,2803.2,0,0,0,0,2803.2,0,0,0,0,2803.2,0,0,0,0,2803.2,0
1682445515,486207588,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,506690889,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,527240374,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445515,547728971,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,563929941,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445515,584993250,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445515,604863024,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,625389121,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,645902291,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445515,666432165,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,687054723,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445515,707592782,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445515,728080175,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,744133981,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,764684466,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445515,785212673,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445515,805728899,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,826193460,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445515,846717908,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445515,867235004,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445515,887718935,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,908160292,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445515,924368261,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445515,944862581,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445515,965376677,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445515,985904236,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445516,6427073,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445516,26996336,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445516,47465137,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,68023862,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,88403479,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445516,104652300,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0
1682445516,125135694,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445516,145649161,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,166139480,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,186623151,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,207144766,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445516,227679473,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445516,248066109,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
