secs,nsecs,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed,sample_period,pwm,encoder_delta,ticks_per_rev,angular_speed
1682445825,670712378,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,117,2803.2,13.11238372
1682445825,691227086,0.02002,0,-1098,2803.2,-123.054678,0.02002,0,64,2803.2,7.172585967,0.02002,0,-3307,2803.2,-370.6209655,0.02002,0,-2303,2803.2,-258.1010232
1682445825,711708331,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445825,732246816,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445825,752758802,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445825,773218288,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445825,793689034,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445825,809898003,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445825,830444618,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445825,850941992,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445825,871412701,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445825,892212903,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445825,912455468,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445825,932950620,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445825,953383903,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445825,969625817,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445825,990101729,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445826,10637973,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,31114941,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,51647389,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,72452980,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,92682989,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445826,113129161,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,133660479,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0,0.02004,0,0,2803.2,0
1682445826,149814876,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,170364287,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,190810366,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,211316870,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,232047389,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445826,252372266,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,272885715,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,293409681,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,313902056,0.020056,0,0,2803.2,0,0.020056,0,0,2803.2,0,0.020056,0,0,2803.2,0,0.020056,0,0,2803.2,0
1682445826,330011657,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,350498625,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,371016517,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,391542151,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,412057377,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,432584695,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,453137624,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,473637777,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,489785303,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,510241067,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,530757571,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,551359814,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,571788524,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,592299009,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,612802606,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,633389386,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,653842613,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,669980492,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,690545569,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,711039981,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,731532040,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,752161690,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445826,772506827,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,793003942,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,813427004,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,829584789,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,850096626,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445826,870574446,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445826,891157115,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,911670489,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,932160512,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445826,952686368,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445826,973195594,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445826,993700783,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445827,9858328,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445827,30378332,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445827,50887280,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,71393007,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445827,91921770,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,112402626,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0,0.020024,0,0,2803.2,0
1682445827,132928296,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,153443985,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445827,173928138,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,190035684,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,210536743,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445827,231056877,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445827,251586547,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,272096977,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445827,292638814,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0,0.020036,0,0,2803.2,0
1682445827,313257668,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0,0.020004,0,0,2803.2,0
1682445827,333649118,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0,0.020016,0,0,2803.2,0
1682445827,354054939,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,370264390,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
1682445827,390761191,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0,0.02002,0,0,2803.2,0
